〇	rz	0.5585514903068542
㐀	tm	0.9507706165313721
㐁	mow	0.841806948184967
㐂	pp	0.9684339761734009
㐃	hl	0.34682852029800415
㐄	jj	0.3471412658691406
㐅	ko	0.5745682716369629
㐆	hss	0.9988406300544739
㐇	knn	0.9992953538894653
㐈	on	0.9990484714508057
㐉	mnn	0.6493770480155945
㐊	gn	0.9447336792945862
㐋	gn	0.9935319423675537
㐌	op	0.5429118871688843
㐍	bn	0.9984480142593384
㐎	ykn	0.999557614326477
㐏	mdmn	0.5074471831321716
㐐	ven	0.9991567730903625
㐑	hein	0.9904801845550537
㐑	heyn	0.8224388957023621
㐒	shn	0.5599803924560547
㐓	mnn	0.47558027505874634
㐔	yrn	0.9991773962974548
㐕	lwn	0.9964392781257629
㐖	gru	0.9995061159133911
㐗	qp	0.40686091780662537
㐘	fdn	0.9941931366920471
㐙	mrtn	0.9896346926689148
㐚	mdmn	0.9991310238838196
㐛	orn	0.9966581463813782
㐜	iekn	0.9993370771408081
㐝	qrn	0.9991535544395447
㐞	tzn	0.9990372657775879
㐟	lyn	0.9996603727340698
㐠	bun	0.9992210268974304
㐡	knmbk	0.8945891261100769
㐢	edn	0.9715375900268555
㐣	ijwn	0.998180627822876
㐤	knjm	0.41844916343688965
㐤	knjm	0.4909885823726654
㐥	csn	0.9698594808578491
㐦	xcqh	0.1672271192073822
㐧	inh	0.553763210773468
㐨	nznz	0.9994294047355652
㐩	ttt	0.9839958548545837
㐪	yuu	0.9480658173561096
㐫	yuk	0.9985975623130798
㐬	yih	0.36551234126091003
㐭	ywr	0.9996039867401123
㐮	ycthv	0.991995096206665
㐯	yrra	0.907592236995697
㐰	or	0.9984058141708374
㐱	oh	0.790431022644043
㐲	ok	0.9997647404670715
㐳	omu	0.9985682368278503
㐴	oni	0.9996356964111328
㐵	omd	0.9995377063751221
㐶	oru	0.9998656511306763
㐷	osm	0.9919635653495789
㐸	ono	0.9963484406471252
㐹	oomn	0.9995909929275513
㐺	ooo	0.9988343715667725
㐻	oob	0.9986540079116821
㐼	oht	0.9997025728225708
㐽	ohnk	0.999876856803894
㐾	ommu	0.9872933030128479
㐿	oq	0.993940532207489
㑀	oki	0.999737024307251
㑁	ouu	0.9999809265136719
㑂	omob	0.9999529123306274
㑃	ovis	0.9992365837097168
㑄	owyi	0.9963844418525696
㑅	oosm	0.9631927013397217
㑆	orhu	0.9998927116394043
㑇	ons	0.9998172521591187
㑈	okd	0.9969260692596436
㑉	ohnn	0.9620344638824463
㑊	oyz	0.9889499545097351
㑋	otw	0.9995608329772949
㑌	omsmg	0.5073985457420349
㑍	oqd	0.9998958110809326
㑎	ovvu	0.9992271065711975
㑏	ojdi	0.9991429448127747
㑐	oymf	0.9997638463973999
㑑	ohu	0.8225705623626709
㑒	omlo	0.958462655544281
㑓	oike	0.9999412298202515
㑔	ombo	0.9999748468399048
㑕	ouni	0.9361147880554199
㑖	ool	0.9984413981437683
㑗	ohsh	0.9997686147689819
㑘	oij	0.405190646648407
㑙	osju	0.9997157454490662
㑚	osql	0.9914769530296326
㑛	odl	0.9998499155044556
㑜	oqhl	0.9896506071090698
㑝	omgt	0.9882768988609314
㑞	oft	0.9994656443595886
㑟	oomc	0.9890789985656738
㑠	oleg	0.9876136183738708
㑡	oail	0.9995432496070862
㑡	ohvl	0.7467126846313477
